,RMS,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,Head_ID
H8,0.05799097434182561,0.042437936679436225,0.045737685468162474,0.052388046775373634,0.05487603563792587,0.055180951529295794,0.05066848289429192,0.04974319685672255,0.04764225845189717,0.04853589186438354,0.04249340483099197,0.04137378909703415,0.04488618256137599,0.044143645761131445,0.04291170575523783,0.04813965182702375,0.049402349111680254,0.04530005033804217,0.05205081553197211,0.04005680387723984,0.04404014080895573,4
H9,0.043628923945499394,0.03889045679830997,0.04648522346418425,0.04630397473771305,0.05452981029585197,0.04992309514128719,0.042308324918814616,0.05641932898807817,0.05295835898760948,0.04968049125984375,0.04582153356618481,0.042583149868742176,0.045158651489429234,0.05226241225135568,0.05659163520025739,0.05469251750323988,0.04463496915288203,0.041906494393846826,0.047536183569341625,0.039273838852365836,0.048410625615162704,4
H10,0.04759641877392102,0.046104664680336284,0.041183902931670596,0.05084988148695633,0.045798333190102965,0.042971026988266346,0.03624464186905197,0.04817143886168679,0.05767033640361714,0.057033778789339545,0.04614590181218181,0.04548108727044576,0.05062245268373342,0.043714473003254255,0.04978416547780636,0.05215008487870899,0.05460967711492013,0.047822793320309503,0.047330286927589824,0.04424398909293613,0.044470664443164956,4
H11,0.047003843947726866,0.04987968593394,0.05267999259456229,0.04436981423291167,0.05582077604102048,0.04679446438582383,0.0479779026880093,0.04461883618094636,0.037729913737027825,0.05252460956121261,0.051757102204059754,0.04674673987298877,0.04840370427494404,0.050626299561516416,0.04112526644577232,0.045602931691916475,0.05205515042423919,0.04241272059860982,0.04951289134569197,0.04198108220893556,0.05037627206814432,4
H12,0.048897816456560814,0.04175351790242294,0.055134233778162844,0.045596808853731526,0.04525312129998046,0.05006658453410436,0.055045528043384556,0.04433235220416717,0.04937601971473327,0.051222482167779165,0.05259428434515633,0.04994593128400807,0.047303964429612724,0.045174730393258526,0.04949696124885072,0.04408338655097107,0.03664078052524989,0.0512621606521449,0.053714896999633055,0.038745074843921555,0.0443593637721659,4
H13,0.04931632413610707,0.05694519223325337,0.046451979928281664,0.04310070802190109,0.04551537015006927,0.05318771030917398,0.04345575528566912,0.042794967669305,0.04417086312085813,0.04214039819614488,0.046927635740851445,0.05453308405475103,0.047877594815402734,0.04520032912360482,0.0450223301221646,0.03964721228943294,0.050635387837759026,0.04599607187489085,0.04552637039356402,0.06379344711659346,0.04776126758022154,4
H14,0.04350777133516818,0.044946950605220186,0.05261300062894741,0.04743904954415819,0.040621231801780025,0.051420738918466005,0.043873226967712495,0.05656828294540879,0.05225436798252723,0.04485282117437438,0.0533151384717342,0.047224094053557326,0.05108015400024936,0.04923437016828245,0.04309827672070262,0.04398126269152192,0.05199329460117142,0.04536047564295971,0.04504913721753339,0.04263205438148461,0.04893430014704006,4
H15,0.056083088823470344,0.04101051661990899,0.04574139899007661,0.052552038263885284,0.045268783502374135,0.04774235778774767,0.041031598924887544,0.047627605370073815,0.0447847375488225,0.0503578657156538,0.05138367080247428,0.05911816232622404,0.0483538161059303,0.04714186500434185,0.04652641697732413,0.044047350318012414,0.04720171433124994,0.04430252561933808,0.04640596123118526,0.05205712023276989,0.04126140550424931,4
H16,0.05225054430067031,0.053184870066322394,0.046074313287673724,0.037708176793644785,0.04387217328711372,0.053077966921406476,0.04651503741970713,0.04218784847243469,0.0443266005085652,0.05071006717857307,0.0492414529667654,0.04552079443018502,0.04494232543448112,0.04483040700641225,0.04251348983568518,0.054795058737370346,0.045142782226665554,0.052655900574878366,0.054282074737466005,0.05151605680671619,0.04465205900726296,4
H17,0.04927591004161267,0.0472117476174096,0.043236806135599465,0.0488863511842566,0.04206257259745609,0.0532943462431443,0.04517756358475157,0.04828776799911212,0.04868597980453121,0.04611654664942901,0.05018577864356372,0.045131116212323005,0.05163460267455586,0.041366209190878,0.04792801848271532,0.05745231000023351,0.04282102327490824,0.04422489277058502,0.0498218228272687,0.04818368559630457,0.04901494846936144,4
H18,0.0489075463875614,0.04962452371455486,0.05203845573408385,0.04852091102155405,0.045462473569863576,0.0498127195731555,0.05631726719762356,0.04595899655683944,0.0422481287949917,0.05202482774876322,0.04601534270845019,0.037477698140610596,0.05069134379168191,0.04414502231374003,0.046152893937292314,0.04814469845812998,0.04746833999497061,0.049996758640033064,0.04458798184507065,0.049024666736474126,0.045379403134555414,4
H19,0.05043600874209655,0.049817238535002376,0.042660799788860115,0.05221775351255045,0.04439949016230573,0.050786476620193456,0.048596575350904926,0.0562970816855621,0.04580886964838753,0.04523597382789663,0.046753184472045205,0.045445161293614,0.050745275563662436,0.03985282406922953,0.04215933324086562,0.04209984415477994,0.05151407597616105,0.055583459628997064,0.046357329311051486,0.04605987399572634,0.047173370420107504,4
H20,0.05186590181608308,0.042086980152039884,0.047290557450607035,0.050906647243687084,0.04854946442298512,0.04706040116895025,0.05103840331259666,0.03523889756422777,0.049415358574084696,0.043252981954124935,0.03845199024630035,0.04859856511960248,0.05297603284203056,0.045546277398968604,0.0507931346593382,0.0542553482073624,0.05266574222887389,0.05440576917050111,0.04973388518918506,0.046526270503061636,0.039341390775389014,4
RMS,0.04695753005613245,0.044235390849899435,0.05979631864486581,0.047288221375691254,0.04872393105704717,0.0508560129255186,0.04833761668169495,0.05701731138494539,0.0452220540822143,0.04907307784597978,0.04468343126168117,0.04217584125772515,0.04527128367851139,0.04794939320401726,0.04610491699938087,0.04490763066040058,0.04181345090790989,0.04772900426276032,0.04140401218373294,0.05192785869512011,0.04852571198477119,5
H1,0.04222327379535585,0.04736131816172215,0.04530924475483491,0.050432922283963365,0.055855710942578636,0.04049625431295323,0.04941378029406496,0.048072652058402505,0.052240640120331874,0.04990126701532556,0.04531009238025699,0.047314714557660335,0.045110910942466095,0.054398003050625136,0.04895286496045308,0.059077243486754506,0.04855322647712552,0.04550790531303769,0.04198680034713782,0.040789013291432266,0.04169216145351733,5
H2,0.04975694990406128,0.0509737088794112,0.041360173088134555,0.0529814216247657,0.04616081971391114,0.04916179446180683,0.05692072715279129,0.05299096444758715,0.04716180837784815,0.044314780312430836,0.03906613367217073,0.04508376272383755,0.04743329752119804,0.04389144966216733,0.04781367988433084,0.048819150961280824,0.04736823645693591,0.04539660067429487,0.04926938787094006,0.0506344183835792,0.04344073422651666,5
H3,0.054918306608354776,0.04722364381407805,0.04778149692586092,0.05119157414320818,0.04881682957705635,0.05246084973372372,0.04908070211106466,0.044858351071159194,0.049447122247702036,0.042537280851725943,0.04821207359630946,0.047533299598229904,0.046709231553035704,0.047082423511290473,0.03951058474002192,0.045145067091302164,0.04813636876445793,0.04846002095764525,0.0430338060736446,0.054126521281655626,0.04373444574847297,5
H4,0.051042944369238334,0.04834878251847255,0.04342776025426383,0.05532653850612371,0.04111437930002351,0.050786827621233696,0.05120206363525911,0.04332195645182161,0.05324842010775793,0.04518282123143583,0.047683764245036425,0.04754866860393746,0.045708795023232586,0.05023954331852199,0.05015260598469173,0.0388951050097388,0.052781229683699596,0.03923120225237326,0.0513659871713863,0.05185192801651308,0.041538676695238676,5
H5,0.04589211589483023,0.042811394648611986,0.046799974641833116,0.04636622736457874,0.05169395330571578,0.054511170213994785,0.054978551980737464,0.04520275161635524,0.0468266542818581,0.04040812767830117,0.044114466070010294,0.05266019870513004,0.056200915481084274,0.04226417823024817,0.045066011548792015,0.04769059403535329,0.04917527123618033,0.0440979992136675,0.049888018742037014,0.04560379010499887,0.04774763500568152,5
H6,0.04979450334386243,0.047177562344034356,0.04513407883629909,0.046633314918829966,0.046732501331520675,0.045434652077446985,0.045942773710753296,0.05532035342795112,0.04986743194830348,0.04577454482270255,0.050550438447420826,0.045599384997920045,0.05301572895586336,0.04892264600359048,0.04664407754379108,0.049306103227199714,0.040293435437335476,0.042123232596505245,0.04184129112369085,0.04782605085435997,0.056065894050619035,5
H7,0.05972132367529303,0.05092552302929392,0.05023156279155793,0.0399030734232497,0.04525403070456248,0.04415829304305247,0.04490164192975799,0.04698106934306843,0.04557457816712433,0.039198133915176465,0.051488070914367134,0.04291772110119798,0.048934555771531385,0.05878974232734756,0.04358097331879165,0.037096787301674164,0.04643059887083341,0.0533383234030484,0.05811326016886338,0.04224999194071918,0.05021074485948905,5
H8,0.04469941952801911,0.04633495879864842,0.06100317402184038,0.04029367579294448,0.048031907392532554,0.049070639304689884,0.05219935788486924,0.04728957533553898,0.04829348257475217,0.04502989959254196,0.04810587232349304,0.045248627297236395,0.049831571561086745,0.04512924695896043,0.04862810231145146,0.046691646827900855,0.05240995668451539,0.04658842822319187,0.039220058581936716,0.05312691700185031,0.042773482001999784,5
H9,0.043555396821558116,0.043809212333042136,0.05334893746417509,0.0375563634730575,0.06363636637466488,0.051677161468257404,0.04754773450240998,0.04624349714708628,0.047844954076669645,0.04898540980781465,0.04959707253436593,0.04915461303817126,0.04691644811448465,0.045589453636912386,0.04579994652505003,0.04560053385846166,0.052080326214302794,0.04934152033863688,0.03465255251027884,0.049650096274982215,0.04741240348561743,5
H10,0.04618125255864189,0.04450461792105119,0.051772342318743135,0.050866138603913244,0.04282649854196807,0.048189927747050665,0.041983602658083055,0.04030530049058572,0.043457049397220185,0.05043493803233043,0.050894624408351005,0.048703619251844334,0.04974720998301262,0.048718684963298835,0.04339293514080746,0.04830992649662436,0.05012328923787164,0.04989266188771007,0.052108919814151944,0.049663744864922255,0.047922715681817905,5
H11,0.05463530672166907,0.04896046654502937,0.04494672178790114,0.04829647597396569,0.045566601672567146,0.04588542211738119,0.04838614082458152,0.045350595201269946,0.047601731671340575,0.04062175767931742,0.05014880391263734,0.04909640630245324,0.04523885900887625,0.05243581551460127,0.05391573188050706,0.04180054203339221,0.04548546458884266,0.045456283332631395,0.04468665821270885,0.05333606678028641,0.048148148238040145,5
H12,0.04546559339963455,0.038207089926959655,0.04974694914644773,0.041243003881693656,0.04696490393760385,0.04799731293449801,0.053488848589568816,0.04095710481894681,0.034517143699210134,0.04755049930129098,0.05589407899451756,0.05284176967577149,0.047673385039340696,0.04444461096381614,0.05060850244450011,0.04235356999904606,0.048961932672717645,0.04910468024503086,0.05190568520857802,0.06152067756701856,0.048552657553808505,5
H13,0.046553943152935345,0.048859588285954866,0.041042186639039156,0.04569718769031737,0.04702031897005259,0.04648358459555956,0.04973672320881142,0.04511731409457549,0.0547956678689547,0.04898571755250611,0.048939167071877905,0.047404568170347355,0.04975082960765403,0.0531978454824415,0.044916043583319444,0.04586473044031996,0.047519277353569825,0.04281639021641151,0.045131582772928766,0.046706623397386,0.053460709845037105,5
H14,0.047771924875295864,0.04744356879799827,0.05066684665402094,0.04589906789202959,0.04838686890657457,0.04605608131978285,0.04778530776309677,0.04389964013099534,0.03646308111899967,0.04591326495327856,0.05364867662481567,0.051049897080778645,0.05125031358831403,0.05265678291190389,0.0469483352660349,0.04746124859742594,0.04374672700949652,0.04508613190841164,0.04948942959888702,0.052487257825523305,0.04588954717633597,5
H15,0.04643164505570596,0.048572277903660414,0.051579320861334335,0.042039711234372903,0.038605010102685855,0.04596804466170727,0.0429883400019422,0.04616334749702798,0.047857226325656914,0.04641744311847039,0.05616236733416513,0.05018291525615823,0.05005125571860251,0.05168775328945707,0.04334177051338454,0.05388818962629675,0.04820311907751478,0.051937871244169674,0.0436330301357967,0.0415802078895721,0.05270915315231808,5
H16,0.04982260632253183,0.04384333514807216,0.04398556722575748,0.05369776331089931,0.04260138145850948,0.05654830145596245,0.043849608787690446,0.051145119029469346,0.04643093887205658,0.05096538178674961,0.0454410767596997,0.04720730181195143,0.04817883362414276,0.04340649676987744,0.05167170322021996,0.04558170883421191,0.046897664609498235,0.04344053247137611,0.03713628428564102,0.04707420066559145,0.06107419355009137,5
H17,0.050778773694507215,0.04685660402715104,0.045728828285501615,0.0470525276440208,0.04958705983814615,0.04171816795449357,0.05248094583701929,0.050428481740515826,0.050442625938922556,0.049051245183663654,0.04703912318231897,0.050214514652626135,0.049809185319509564,0.04531390444221983,0.044329830294842026,0.0474275663083027,0.05481259552910121,0.041475682442468534,0.040539040438333104,0.04772684758158867,0.047186449664747505,5
H18,0.04868598590563843,0.04903098171901873,0.04679315039035026,0.05553666328350199,0.04077082127165691,0.044044802566756684,0.047357802163587995,0.040598786515473384,0.04701523123551198,0.05649793422348523,0.04794937214657707,0.048966047465297806,0.042183982272158936,0.044989130569360464,0.04608729983792056,0.04635297839871751,0.05439223681083861,0.05059365456457247,0.04281597423742852,0.04904349396505126,0.050293670457095103,5
H19,0.052306978778522806,0.054662010646130674,0.04216563178633943,0.04303566302564885,0.04115548083513406,0.045591117681206904,0.048898696183402215,0.05151372862685393,0.046317496941115414,0.04520149418305915,0.04738428790676141,0.04293127604302992,0.057516321973663416,0.0397396246943964,0.04754083156374352,0.05713834987119374,0.04670236847604619,0.045792072758528424,0.045031865143855605,0.04583627130519517,0.053538431576172704,5
H20,0.03843945312606018,0.055902769265880885,0.04159062715883059,0.046693516194661895,0.045940455228773804,0.050862498071992106,0.04087252648492491,0.05022373958687749,0.05871536872878031,0.041844197943663564,0.048873785319830415,0.04488359366080142,0.05004183067007723,0.04804727039401989,0.04497567812482418,0.05035297868167351,0.05743795716452834,0.047048555739625283,0.05153423492585699,0.04213771793980791,0.04358124558850895,5
RMS,0.04901872369575337,0.05423754150817874,0.04844954990723153,0.04531580693209531,0.04675358111152329,0.041261131881901,0.049670601859552056,0.0510698865811849,0.04469013037638147,0.04460997544927298,0.048016732145955095,0.044758874592290276,0.046448698807510305,0.05768134969979287,0.04561602788642503,0.04511107123773342,0.04382513595429337,0.05036925205976445,0.045917178038284136,0.04381711128692349,0.05336163898795298,6
H1,0.054600077027419314,0.04461332746546542,0.039307722385119266,0.05239579615404072,0.04423923258718887,0.05127162872907387,0.03890273712602468,0.05179712920035235,0.04197011427537984,0.05096562597347417,0.04744173373365581,0.0430637273996611,0.04548448877377849,0.05073960852118214,0.047878398808437125,0.050225169781045034,0.057726656515843036,0.04051413120457362,0.05568975791344429,0.047871033208747374,0.04330190321609341,6
H2,0.04186383956742289,0.04692458602261513,0.052437333582993004,0.047214397948908624,0.05562147081375693,0.041360909938229065,0.04776269543721549,0.04219131756476316,0.049591377984683147,0.05225536361074978,0.04585011101827472,0.03685651547559144,0.04878137665424134,0.04995525249281213,0.04979344131723612,0.05411070380964803,0.04296339316800468,0.05118647873437787,0.053877047408933634,0.04002863371931428,0.04937375373022841,6
H3,0.046267762769609,0.04826521746326313,0.05038185455417108,0.04634625900087118,0.04548090762667528,0.048826767408936315,0.04364718715537112,0.04365338903184561,0.05208102929876429,0.0433793720485023,0.05201305180314327,0.05096415602024506,0.04094717250144649,0.04547246454715619,0.05483202239246145,0.04411266282373589,0.046452161913190806,0.050961452955123714,0.05262558898946533,0.047451566803521264,0.045837952892501393,6
H4,0.05180717871070109,0.05347325941993951,0.04955967721476197,0.04532340441847059,0.04144905846966692,0.041357231776287855,0.047348879216828,0.046858459627064475,0.05169968031003069,0.04795853329707126,0.03866689116706714,0.04992323374029262,0.04066979486069765,0.04324556182921922,0.0460769008961187,0.054864059906037245,0.06133088773394118,0.04774928268717744,0.04412259796730746,0.04740569188672947,0.04910973486458949,6
H5,0.04476389657569526,0.05531199720596772,0.04729836711371132,0.048581510006901946,0.049405468788113756,0.048212935582673186,0.05026770117613003,0.043455758667038734,0.043712693178636755,0.041407137683171724,0.0482993846366831,0.04996697800917565,0.04838771618545008,0.054648290890941864,0.04619673364164907,0.04941939026339863,0.04144215541297905,0.04446750629477818,0.049551992547366454,0.05031880721658553,0.04488357892295191,6
H6,0.047102928571655205,0.040760265715092794,0.04577747609970986,0.051859255205451316,0.050250254099256826,0.049877084765975285,0.04767811419690276,0.04747491270218811,0.04440992533646154,0.05087532052749352,0.049481180059228046,0.0498339753230606,0.04501031194044516,0.03825065980892287,0.05294270934761377,0.04522325096306028,0.04351986609201102,0.05084811201086724,0.04561761054031877,0.05274604221395604,0.050460744480329,6
H7,0.05203729043986445,0.04239405253399436,0.054860744242592824,0.049885416534126134,0.04683711476549155,0.04930090805421999,0.0406899091715195,0.05062618508517317,0.043845254961387664,0.042450412265907345,0.0417361531193397,0.05431891400972988,0.045635107139987655,0.056654783536026695,0.046063621029319914,0.040971137579652483,0.04346479104549623,0.054991840247795847,0.04784725910618241,0.04600614265008688,0.04938296248210515,6
H8,0.051138627145648416,0.054385726148463376,0.05621658239879718,0.04691723004232307,0.04259586071573976,0.04666597604299747,0.04991841144420436,0.04416735573768069,0.044196551221472015,0.05033701237508656,0.04839984521635819,0.048795668584551755,0.04508331928252415,0.04752813157628726,0.04434227613040139,0.05316401150568935,0.05394078033546058,0.040436913352390316,0.04431887971124271,0.04187583479528782,0.04557500623739368,6
H9,0.04722245122280975,0.04119219167777855,0.04342465019305763,0.04306960383127846,0.04861538141815775,0.047949466336437305,0.04430242795438471,0.048467589905473306,0.04508480309480718,0.04634195595734966,0.05629233875925085,0.054448720101350066,0.04181499947536529,0.05173768742940556,0.051642908831461366,0.042452546921335065,0.051681040994565115,0.05553460999027441,0.04256186894945264,0.043443574401221166,0.05271918255478428,6
H10,0.048423246812592254,0.04979816325393063,0.0487589804586737,0.04900390875640985,0.041271956936893256,0.05232960353127997,0.0529733773192174,0.04605753606667327,0.0469218184014723,0.040435969504308666,0.04961315145946021,0.04990075922375827,0.046834090707970004,0.052734284793466354,0.045577890900833806,0.04986358944435682,0.04255783777168464,0.04701540238236504,0.0463117193875642,0.04820010818612172,0.0454166047009678,6
H11,0.04712027966221636,0.05185521204080725,0.04570347389758206,0.040657894505905935,0.05687234099374497,0.05481676851072505,0.041956126471913345,0.05115301907085171,0.04540186833456212,0.04901858223624315,0.04916948202022486,0.046637733907257166,0.04414475707458104,0.0445582191126941,0.04356401835080653,0.04393312156533611,0.04742421223808794,0.04444598959648122,0.05111387263847706,0.055399764870694305,0.045053262900807786,6
H12,0.04715596606881356,0.048399457058231926,0.048265658899724256,0.04639147025471188,0.04958995666625251,0.048315140531196274,0.040680702607073405,0.05022112180347331,0.05031227929826982,0.04265700372498182,0.04621543662531203,0.04929649504529304,0.045086763124626644,0.05125524168662767,0.058317798262444535,0.042560282451541684,0.04010157556782546,0.04746069735280121,0.04948533362841108,0.04498969427539391,0.053241925066994086,6
H13,0.04150163009802894,0.05085025555833782,0.044656827351085615,0.05634711698478145,0.05790737905197414,0.043944506725117745,0.044908970908914575,0.051704875182687,0.045644367771473196,0.04723108064453389,0.047566661536492354,0.03915883119427952,0.0473804412315298,0.04428387027041123,0.04516312808803457,0.05481459476124745,0.04184375642673036,0.051465609328848125,0.04614077239603309,0.04613709402419479,0.05134823046526433,6
H14,0.0492445476772703,0.05039312840917234,0.05243697598409312,0.0460470033455226,0.044771413826177976,0.04270339700901361,0.043827105454719135,0.06392451713320371,0.05390706163910389,0.04158277788300692,0.041701943285841606,0.04994788346601655,0.050275606775216176,0.050283747245664444,0.04639992976830087,0.04700472360865924,0.04918464480803956,0.04800872789870226,0.03812474276272022,0.046516801127960354,0.04371332089159517,6
H15,0.04706450485136135,0.062335049680306794,0.0479781706371761,0.044819575356500135,0.05071278826032487,0.04853410522096652,0.048231262556845865,0.0491404744368907,0.05680658880048669,0.04130192541063982,0.048490173550342186,0.04215527603827015,0.04888884379298587,0.04218772539760961,0.044356589675855346,0.044902297877058454,0.05098745563151431,0.050695817236091865,0.040830372352888264,0.04650181637345846,0.04307918686242685,6
H16,0.041957666112371554,0.0465631728395208,0.046139221150978744,0.06065386137890659,0.04969019519484733,0.04146086213813324,0.04497173812961351,0.052701819515677414,0.05863641550682595,0.04060589772005932,0.03942969500694021,0.05737497133999108,0.049475275951095514,0.043627268454814315,0.05019796860960528,0.03655934670916146,0.04760078258589016,0.049170495989290366,0.05219249263414392,0.04299664356819127,0.04799420946394207,6
H17,0.042528742722613914,0.04785908599719936,0.042656854539278644,0.044786758448640766,0.04223043078534791,0.04979109901847793,0.05083411686357635,0.04557049885902733,0.046831048329622926,0.04036097964417063,0.04527499731675198,0.04641868850285397,0.060630733525818714,0.04174275514288676,0.0540084401367637,0.05154259156989891,0.04798009559266744,0.05562232546064763,0.0484209783386648,0.048503624585438394,0.046405154619652014,6
H18,0.0546089264637397,0.05391924114982648,0.04538913416110592,0.04234776943914814,0.04734884401696226,0.04460458306507913,0.04801377803099763,0.05468471750755338,0.046159846831430845,0.048113275231030574,0.048600933715450045,0.05259828726510608,0.03859611161734318,0.045475350868827404,0.04935153346855601,0.05448080104137568,0.04600040610144892,0.04005226390523452,0.051408915672862536,0.045345195605648106,0.04290008484127347,6
H19,0.04377348417713887,0.045741695365810325,0.04385936752176535,0.03737141783512561,0.05096654355035968,0.052928941792160074,0.04973032898286663,0.04158311610028872,0.045664154995844114,0.046563205952846305,0.04946880297245735,0.04981403829714236,0.043295357365920356,0.04697719844823253,0.04877368030797429,0.053895394078031324,0.049994522175363945,0.05041901863108991,0.046985801096808805,0.05365146114518003,0.048542469207593315,6
H20,0.04288992103809312,0.05378973477500808,0.050125806524685144,0.04472091308223453,0.04455820677023724,0.04815395158136299,0.04896296167185235,0.04767822883139327,0.04822494970443338,0.0554089640138905,0.05203413594753081,0.04764650154810581,0.05136087555198656,0.04216090029111376,0.04864448072122529,0.05601818014438827,0.04573853041467759,0.04294766389360074,0.043795749077709056,0.04192080926353455,0.043218535152936784,6
RMS,0.045802257309147706,0.04129855386888423,0.04760539139315504,0.052019149133958456,0.04340647258874263,0.055329851795734124,0.050022024320040846,0.052690872571105433,0.04450496387060821,0.051771339710180914,0.04261433913071387,0.05195660942299125,0.04835492702273622,0.050234865022491366,0.042259311727133736,0.04346157445109651,0.05045626935778109,0.04323063491885614,0.04978455598750816,0.04145756630047928,0.051738470096654804,7
H1,0.042856245079902926,0.05123043056637134,0.05160748923079148,0.04521489314294362,0.05138294794781386,0.049756839674830314,0.04593464030187962,0.04382691999373628,0.03983879313874845,0.05020269514744776,0.041455618928530474,0.04894210792311953,0.04721723088588334,0.05188439062511318,0.04703533645901237,0.04690662531033507,0.0521586887940504,0.05012949270479931,0.05003482707426445,0.05080681340332556,0.04157697366710061,7
H2,0.04904494966502949,0.04834221662550861,0.041074604570179724,0.04437384868569317,0.04529187338642376,0.04486278778495,0.04701394906867099,0.052467557588829664,0.05066498407002882,0.03987846406248494,0.048388653225390266,0.051932857465201564,0.04726354132567638,0.050711686765723386,0.05560568222273921,0.0503716896682507,0.04661811545591223,0.050479494136942124,0.04613385826489184,0.045579071555168035,0.04390011440630517,7
H3,0.05385409183438894,0.04244012181464392,0.05368715765406516,0.048420508968491205,0.04004510457201162,0.04778453157530378,0.03733511855233261,0.04903272107551369,0.05032289783720689,0.04341050467623018,0.04663222474193824,0.056000061782303844,0.04378811266432335,0.0414317001489045,0.05341562952423429,0.05604728837499353,0.04607666399383148,0.05096215783945372,0.052672033558048816,0.042763657898342224,0.043877710913438235,7
H4,0.05202068133246795,0.05443761319676636,0.048659253307872574,0.042122096933773466,0.056106968320366,0.04361742891993749,0.04448002126454734,0.0475978546373702,0.05372991636716897,0.05009651795526033,0.047944325685154804,0.04817704964129631,0.046196561688601125,0.04863618774246679,0.035715968952266725,0.044651734815674,0.04711946096336203,0.0409950979666526,0.04780767722059784,0.04506504019899981,0.05482254288939706,7
H5,0.05579810241289207,0.04550659827328795,0.04696272106678453,0.047325209919678764,0.04557101788377534,0.04861540168267423,0.04419491258009787,0.04257964643379785,0.050739718777830574,0.050774326743492894,0.04399193463579352,0.05214213903111724,0.04475844385567731,0.048898876128229025,0.05175247673487517,0.04751648164611561,0.04989456008909787,0.045276807468040185,0.04674892360638625,0.04670503367138717,0.044246667358968574,7
H6,0.04855218541962071,0.0423282534752149,0.04704954752621281,0.04803015652111621,0.048168180554065854,0.04823895449723302,0.04911380734095628,0.051845118083684534,0.05393439126142345,0.04630917479328757,0.04381589005737604,0.04452773184519289,0.04706813965600136,0.04770921148037611,0.04575572942475499,0.043410656715429145,0.04721466488638881,0.05032285188868697,0.05244786194919699,0.04673878428067869,0.04741870834310279,7
H7,0.043711149788064514,0.0478049469727805,0.04405461793891919,0.05078422757957869,0.0401124353669757,0.046261499786728354,0.049421412329766296,0.048845218672793816,0.06277622448154688,0.04966264529532147,0.04337432102967769,0.04749985315800221,0.04015104273292252,0.04757051180649845,0.044122393321171384,0.052552468571491234,0.045391234643234045,0.047398778235891004,0.045002464736553525,0.05706312889865863,0.046439424653423926,7
H8,0.056109903492540074,0.05067698190345782,0.04902171181211489,0.0484692676392929,0.048590904115170565,0.03852430602860259,0.045429800392744246,0.05083435586544892,0.04648673053810415,0.040590645788519245,0.04647042925884235,0.05539377246579688,0.052918119137619284,0.04642584110183813,0.05137756266606706,0.04503346695236922,0.039396204010916404,0.04258959721534497,0.054617017078416576,0.04545202241719555,0.04559136011959834,7
H9,0.04571736897379142,0.05698999746415177,0.055426510153793185,0.058811659951330426,0.046365590003063645,0.04852235207332859,0.04047958833959755,0.054606643600035525,0.04191669328185973,0.04814126294128368,0.04221315311340217,0.04441491905363414,0.04332526132360984,0.04433057343746892,0.04463640760687199,0.04459560140252828,0.05120286571991687,0.042181250910161845,0.04815939569664111,0.0532106213376231,0.044752283615906205,7
H10,0.04516084575503568,0.04741648218264575,0.054597870326716064,0.049473299462433104,0.046011939938475126,0.05092785489247925,0.04345792119872246,0.051943589227796,0.05054596331161156,0.04705144177540924,0.0446191784328791,0.04440509716757402,0.05118794677516064,0.05486745712671151,0.04552636375969263,0.05079820536521562,0.03938242513750982,0.045766875316338426,0.04837177405195311,0.04430307175329473,0.04418439704234618,7
H11,0.04495003691426954,0.04947902342792963,0.04716238448327071,0.03841724373745539,0.03887142957417014,0.045224682916275794,0.05030468411854658,0.03650973924116941,0.045711802281865034,0.04559074576352039,0.055211061108779554,0.04623917380300728,0.04993032013997015,0.048737816672632356,0.038833096663348964,0.05189125399290227,0.049100498541291594,0.05055978016168539,0.0711615972496507,0.03901390979080829,0.05709971941745076,7
H12,0.04596203496172168,0.04868122203235943,0.0470875792573691,0.045337606216431306,0.04468228828739892,0.04888699226761802,0.04064367027483337,0.050989432098232486,0.045374081059682984,0.04224785346017624,0.04522089211306848,0.05363894566322173,0.04483669872427881,0.04902870007984562,0.0439681212009855,0.05102688576764451,0.050658713761246824,0.05690717115700625,0.0464791621426498,0.05057341086552248,0.04776853860870669,7
H13,0.052994400882277144,0.043324393960793156,0.05015406747709469,0.04565574082113989,0.046255495029226955,0.046982459714906805,0.047742554386842495,0.04601540269980253,0.0475637256419471,0.05451145656669982,0.0513746086164469,0.050780607790862194,0.0444802439071844,0.04259236463248099,0.05121995190991823,0.05081561886531137,0.0539396675104429,0.04382485067315325,0.04549690130807148,0.039513827336476286,0.04476166026892139,7
H14,0.05225024395806542,0.04513860968764248,0.05042239836452186,0.04640175112254834,0.04885189703686209,0.042166175442574394,0.04769890557894017,0.03506746970618865,0.04641849101094106,0.04017882776847914,0.0533560279695343,0.05111756848580725,0.04955358488639074,0.05506355874364169,0.04301271874595323,0.05632417441127876,0.05191494286760407,0.04618855222788163,0.052981856436059696,0.0423410962764794,0.04355114927260574,7
H15,0.04471325198065091,0.045070643937223286,0.04275444346238735,0.053701299560702326,0.04630469939997171,0.04922390560300317,0.04488455541842948,0.039609483219991665,0.04881973470172494,0.03924811420556133,0.04719393980042211,0.04144210491800742,0.05796599206199932,0.05205314246029283,0.04802416270921758,0.05391989733962033,0.04366283563573336,0.05017298993355766,0.04847799280029908,0.04879026977058951,0.05396654108061459,7
